Gene	Up_In_Species	p_val	log2FC	Percent_of_Human_Cells	Percent_of_Macaque_Cells	Gene	Up_In_Species	p_val	log2FC	Percent_of_Human_Cells	Percent_of_Macaque_Cells	Gene	Up_In_Species	p_val	log2FC	Percent_of_Human_Cells	Percent_of_Macaque_Cells	Gene	Up_In_Species	p_val	log2FC	Percent_of_Human_Cells	Percent_of_Macaque_Cells	Gene	Up_In_Species	p_val	log2FC	Percent_of_Human_Cells	Percent_of_Macaque_Cells	Gene	Up_In_Species	p_val	log2FC	Percent_of_Human_Cells	Percent_of_Chimpanzee_Cells	Gene	Up_In_Species	p_val	log2FC	Percent_of_Human_Cells	Percent_of_Chimpanzee_Cells	Gene	Up_In_Species	p_val	log2FC	Percent_of_Human_Cells	Percent_of_Chimpanzee_Cells	Gene	Up_In_Species	p_val	log2FC	Percent_of_Human_Cells	Percent_of_Chimpanzee_Cells	Gene	Up_In_Species	p_val	log2FC	Percent_of_Human_Cells	Percent_of_Chimpanzee_Cells
PLEKHB2	human	0	0.581856848	0.286	0.07	SMG1P2	human	4.40E-13	0.539799173	0.33	0	RP11-475C16.1	human	5.26E-05	0.382288667	0.414	0	EPB41L3	human	0	0.664728576	0.487	0.141	CDH2	human	3.80E-06	0.333143819	0.804	0.575	POGLUT1	chimp	3.33E-16	0.296751667	0.398	0.628	PRPF8	chimp	1.05E-06	0.300636144	0.572	0.73	EPB41L1	chimp	0.000315803	0.516557439	0.112	0.358	SLC4A7	chimp	3.50E-08	0.267983944	0.558	0.774	RP1-182O16.1	human	4.48E-08	0.426172912	0.333	0
KIAA1715	human	0	0.576097789	0.406	0.139	POM121C	human	4.74E-13	0.622712079	0.369	0.012	NUP93	human	5.31E-05	0.768967287	0.507	0.043	CROCCP2	human	0	0.664462694	0.326	0	TROVE2	human	3.96E-06	0.440023353	0.687	0.488	LHX2	chimp	4.44E-16	0.33015984	0.336	0.577	TAF15	chimp	1.09E-06	0.380582723	0.277	0.488	TMEM183A	chimp	0.000326362	0.459810208	0.262	0.517	TNIK	chimp	4.28E-08	0.335454372	0.586	0.816	NGRN	human	4.52E-08	0.909135885	0.369	0.015
SENP5	human	0	0.575836791	0.462	0.216	METTL2B	human	5.33E-13	0.571244185	0.329	0	SYNE2	human	5.84E-05	0.310679098	0.974	0.652	ANKRD40	human	0	0.662950857	0.467	0.108	ARHGAP21	human	4.46E-06	0.591211161	0.551	0.288	EHMT2	chimp	4.44E-16	0.31390619	0.322	0.374	CSNK2B	chimp	1.19E-06	0.284746856	0.561	0.602	ZNF608	chimp	0.000335864	0.295902443	0.462	0.725	HUWE1	chimp	4.69E-08	0.250801486	0.59	0.786	YWHAEP1	human	4.73E-08	0.528560018	0.393	0.015
CERS5	human	0	0.574061739	0.458	0.144	RP11-421N8.1	human	5.33E-13	0.369282003	0.329	0	SSR2	human	6.45E-05	0.496384359	0.684	0.217	DCUN1D1	human	0	0.662872898	0.574	0.192	MOB3B	human	5.50E-06	0.593334877	0.405	0.2	FLRT3	chimp	9.99E-16	0.372371193	0.148	0.344	SNHG15	chimp	1.20E-06	0.470634618	0.162	0.403	HIST1H2BD	chimp	0.000339732	0.372920285	0.212	0.483	RNF141	chimp	5.19E-08	0.428927186	0.203	0.44	PRKX	human	7.72E-08	0.847546137	0.464	0.062
RARS2	human	0	0.572639349	0.34	0.104	EIF3LP2	human	5.33E-13	0.322725059	0.329	0	SNCAIP	human	6.47E-05	0.778977965	0.625	0.13	DCAKD	human	0	0.660583634	0.533	0.047	PRPF39	human	5.95E-06	0.25431891	0.559	0.288	INSIG2	chimp	1.78E-15	0.420920095	0.249	0.467	ZNHIT6	chimp	1.23E-06	0.461565632	0.22	0.474	ZNF385A	chimp	0.000343342	0.416635088	0.088	0.283	ASXL3	chimp	5.34E-08	0.277925595	0.562	0.701	ST8SIA5	human	1.28E-07	0.830326769	0.679	0.215
PIP4K2A	human	0	0.572531299	0.324	0.084	ZNF791	human	6.87E-13	0.807430987	0.414	0.037	ZNF814	human	6.55E-05	1.002054069	0.408	0	RP11-509E10.1	human	0	0.659493533	0.279	0.033	UPF3A	human	6.33E-06	0.615513343	0.378	0.112	UBFD1	chimp	1.78E-15	0.307224344	0.225	0.443	RP11-153M3.1	chimp	1.39E-06	0.266574375	0.393	0.602	ZNF445	chimp	0.000362748	0.374766341	0.35	0.617	U2AF1	chimp	5.93E-08	0.400559755	0.163	0.342	CBWD3	human	1.63E-07	0.637278949	0.464	0.062
FOXK2	human	0	0.572283555	0.273	0.035	GTF2H2C	human	7.79E-13	0.641817201	0.325	0	EIF3CL	human	6.55E-05	0.68092098	0.408	0	PLCB1	human	0	0.650355822	0.408	0.089	RARS2	human	6.70E-06	0.662587897	0.269	0.062	FBXW7	chimp	2.44E-15	0.256688639	0.499	0.689	OIP5	chimp	1.63E-06	0.266189497	0.069	0.256	RNF5P1	chimp	0.000368244	0.311643387	0.125	0.3	RP11-81A1.6	chimp	6.20E-08	0.46345019	0.076	0.278	UBA6	human	1.76E-07	0.872558704	0.679	0.277
NASP	human	0	0.572262035	0.739	0.392	GUSBP1	human	7.79E-13	0.419302936	0.325	0	TMED4	human	7.99E-05	0.561181623	0.697	0.217	RARS2	human	0	0.649925738	0.371	0.07	TIAL1	human	7.50E-06	0.548688245	0.665	0.388	PPP1R11	chimp	2.55E-15	0.34684913	0.232	0.35	JARID2	chimp	1.64E-06	0.318185963	0.422	0.673	EEF2K	chimp	0.000375284	0.605971205	0.112	0.325	C6orf48	chimp	6.82E-08	0.302430258	0.434	0.513	HIF3A	human	1.79E-07	0.698205653	0.274	0.031
CHCHD3	human	0	0.572223556	0.726	0.228	SOAT1	human	8.09E-13	0.74814651	0.577	0.207	FNBP1L	human	8.18E-05	0.350115514	0.842	0.478	BHLHB9	human	0	0.648738602	0.347	0.08	BPTF	human	8.09E-06	0.321707533	0.805	0.562	IARS	chimp	2.66E-15	0.314677505	0.47	0.679	MAT2A	chimp	1.68E-06	0.341342321	0.399	0.673	PPHLN1	chimp	0.000390606	0.297645299	0.45	0.733	SLC8A1-AS1	chimp	6.99E-08	0.489357556	0.163	0.368	SLC35E2B	human	1.97E-07	0.918836694	0.31	0
RPL7L1	human	0	0.571769846	0.55	0.183	ARL17A	human	9.41E-13	0.412764004	0.323	0	FAM171B	human	9.60E-05	0.387552787	0.875	0.478	RP11-434H6.7	human	0	0.643572533	0.262	0	DCAKD	human	8.11E-06	0.535276486	0.281	0.05	TPGS2	chimp	3.44E-15	0.263333867	0.439	0.638	TMEM132B	chimp	2.15E-06	0.345123049	0.116	0.332	RWDD4	chimp	0.000395421	0.438295056	0.062	0.292	KLHL7	chimp	7.68E-08	0.261236733	0.534	0.735	AC253572.1	human	1.97E-07	0.630913288	0.31	0
SBNO1	human	0	0.568994143	0.684	0.348	ZC3H11B	human	1.13E-12	0.443061982	0.378	0.024	DCHS1	human	9.85E-05	0.371145085	0.421	0.043	RGPD5	human	0	0.64071631	0.508	0.023	ZNF117	human	9.00E-06	0.478210621	0.324	0.112	RAP1B	chimp	3.55E-15	0.353146137	0.395	0.596	LHX2	chimp	2.16E-06	0.378129299	0.347	0.607	REXO2	chimp	0.000431024	0.525971471	0.062	0.292	RRAGD	chimp	8.18E-08	0.459964397	0.275	0.474	MUM1	human	1.97E-07	0.80812165	0.702	0.246
ZNF714	human	0	0.567638181	0.383	0.095	CCT6P1	human	1.14E-12	0.680619498	0.322	0	OFD1	human	0.000100857	0.961903286	0.395	0	CACNB2	human	0	0.63800696	0.274	0.042	CDS2	human	9.52E-06	0.627934041	0.251	0.125	TMEM14C	chimp	4.66E-15	0.322072741	0.326	0.56	MCL1	chimp	2.37E-06	0.32784894	0.37	0.569	TMEM97	chimp	0.000462485	0.427647123	0.5	0.692	MBOAT2	chimp	9.58E-08	0.43099057	0.414	0.624	TMEM33	human	2.35E-07	0.979712909	0.595	0.2
DCUN1D1	human	0	0.567539315	0.505	0.197	SBNO1	human	1.16E-12	0.699556941	0.701	0.378	TMSB4XP4	human	0.000100857	0.351951137	0.395	0	AC026271.5	human	0	0.637902485	0.304	0.005	KLF7	human	1.11E-05	0.534065379	0.63	0.362	TMEM263	chimp	5.33E-15	0.325030961	0.388	0.539	TSC22D2	chimp	2.39E-06	0.273755191	0.728	0.9	CLEC2D	chimp	0.000478412	0.489260744	0.162	0.333	BPHL	chimp	1.17E-07	0.430137442	0.135	0.338	C2orf68	human	3.04E-07	0.976679503	0.583	0.154
EIF3CL	human	0	0.56205234	0.329	0	DFFA	human	1.23E-12	0.673779721	0.528	0.11	MCM7	human	0.00010369	0.929576912	0.52	0.087	KIF5A	human	0	0.635158517	0.918	0.357	EIF5A	human	1.21E-05	0.542948581	0.442	0.262	THUMPD3-AS1	chimp	6.00E-15	0.282219727	0.401	0.617	POLR2J4	chimp	2.39E-06	0.32801149	0.081	0.265	PMS2P3	chimp	0.000492039	0.372000892	0.062	0.292	POLR1B	chimp	1.21E-07	0.478467816	0.088	0.278	POLR2J3	human	3.18E-07	0.570350908	0.631	0.185
ENO2	human	0	0.561623123	0.366	0.116	LSS	human	1.72E-12	0.698010922	0.39	0.024	TFRC	human	0.000115424	0.693024189	0.283	0.13	RRN3P1	human	0	0.633740879	0.255	0	GIGYF1	human	1.41E-05	0.382508043	0.608	0.325	INTS2	chimp	6.44E-15	0.349707813	0.196	0.384	SDCBP2-AS1	chimp	2.43E-06	0.310307678	0.104	0.294	NOTCH2	chimp	0.00051686	0.500885583	0.125	0.375	CALM2P2	chimp	1.42E-07	0.254874449	0.594	0.739	RPL24P2	human	3.21E-07	0.291652085	0.381	0.031
PCNXL4	human	0	0.561565737	0.437	0.169	HNRNPA0	human	1.95E-12	0.673073351	0.673	0.317	PLK2	human	0.000124715	0.935198732	0.388	0	GOLGA3	human	0	0.633307353	0.283	0.033	ST8SIA5	human	1.78E-05	0.410061022	0.465	0.262	SEC63	chimp	6.55E-15	0.28973324	0.578	0.73	IFNGR2	chimp	2.54E-06	0.461190006	0.185	0.417	TBCEL	chimp	0.00051976	0.284693157	0.138	0.35	NUB1	chimp	1.72E-07	0.261659527	0.327	0.585	POLR2J	human	4.07E-07	0.773119734	0.298	0
KPNA6	human	0	0.561375057	0.568	0.236	HNRNPKP4	human	2.00E-12	0.414713908	0.316	0	AHCTF1	human	0.000124715	0.899440034	0.388	0	SENP5	human	0	0.633028607	0.499	0.197	RAP2B	human	1.83E-05	0.361444607	0.613	0.525	GHITM	chimp	6.88E-15	0.263177142	0.485	0.667	UBXN2B	chimp	2.62E-06	0.390563732	0.37	0.626	PABPN1	chimp	0.000539981	0.36256793	0.525	0.733	TMEM126A	chimp	1.79E-07	0.446438001	0.179	0.355	SDHAP1	human	4.07E-07	0.691231929	0.298	0
RPL5P23	human	0	0.560379238	0.446	0	LARP1	human	2.24E-12	0.717792726	0.615	0.207	NPIPA1	human	0.000124715	0.712394381	0.388	0	CCT6P3	human	0	0.632095917	0.29	0	C7orf73	human	1.87E-05	0.347742509	0.427	0.188	STARD7	chimp	1.09E-14	0.313619229	0.506	0.667	SEC11C	chimp	2.72E-06	0.305393489	0.266	0.521	TMEM132B	chimp	0.00055102	0.507422948	0.1	0.3	PLXNA2	chimp	2.13E-07	0.288192661	0.514	0.679	RGPD5	human	4.07E-07	0.433129719	0.298	0
ZNF264	human	0	0.559987086	0.255	0.026	RP11-737O24.3	human	2.41E-12	0.382873806	0.315	0	HSPD1P1	human	0.000124715	0.548744392	0.388	0	NARF	human	0	0.631329256	0.51	0.197	PABPC1	human	1.93E-05	0.379055227	0.673	0.388	EBP	chimp	1.74E-14	0.294297946	0.451	0.62	SATB1	chimp	2.75E-06	0.352532189	0.399	0.616	FBXL16	chimp	0.000557241	0.469017419	0.075	0.3	STARD7	chimp	2.27E-07	0.325006397	0.494	0.645	RP11-760D2.7	human	4.07E-07	0.356006008	0.298	0
CXADR	human	0	0.559670373	0.657	0.346	SULT1C4	human	2.86E-12	0.727758618	0.362	0.012	MMP16	human	0.000127389	0.272110754	0.526	0.348	NBPF14	human	0	0.631098183	0.496	0	SERINC5	human	2.03E-05	0.493840452	0.55	0.312	LIMCH1	chimp	2.01E-14	0.323411889	0.458	0.683	DDAH2	chimp	2.78E-06	0.268027342	0.312	0.336	RAB18	chimp	0.000564003	0.432841006	0.388	0.675	ERCC1	chimp	2.29E-07	0.42232682	0.267	0.517	PTPRS	human	4.25E-07	0.40432652	0.988	0.692
EIF4B	human	0	0.557796791	0.583	0.232	RP11-110G21.2	human	3.49E-12	0.758272404	0.311	0	ACVR2A	human	0.000129525	0.761568647	0.664	0.174	WWTR1	human	0	0.629438345	0.583	0.052	DLEU2	human	2.48E-05	0.52828807	0.362	0.138	VPS4A	chimp	2.28E-14	0.345980807	0.221	0.434	C18orf54	chimp	2.82E-06	0.285833719	0.133	0.336	TRIM52	chimp	0.000573241	0.374066729	0.088	0.325	MAST3	chimp	2.42E-07	0.459830519	0.175	0.376	VPS53	human	4.88E-07	0.864627132	0.393	0.046
ZNF333	human	0	0.557031359	0.318	0.072	ANKRD20A3	human	3.49E-12	0.408612809	0.311	0	2-Sep	human	0.000129733	0.573968555	0.724	0.391	RNF216P1	human	0	0.62685414	0.4	0.023	RPLP2	human	2.65E-05	0.431197504	0.758	0.588	DNAJC15	chimp	2.41E-14	0.269277516	0.163	0.354	GS1-124K5.4	chimp	2.89E-06	0.259501446	0.064	0.256	SEC63	chimp	0.000574187	0.36313517	0.512	0.733	C3orf14	chimp	2.45E-07	0.30909995	0.414	0.632	RP11-175B9.3	human	7.26E-07	0.425024182	0.44	0.077
PHC1	human	0	0.555319911	0.307	0.06	CDH2	human	3.93E-12	0.315277947	0.881	0.707	SMC5	human	0.000134994	0.835345184	0.408	0.087	MCM7	human	0	0.626567349	0.355	0.066	DAPK1	human	3.40E-05	0.525626743	0.441	0.188	ZBED5	chimp	3.97E-14	0.289490537	0.329	0.544	SLC31A1	chimp	3.24E-06	0.308470703	0.214	0.464	RP11-110G21.2	chimp	0.000576545	0.435895057	0.412	0.683	VTI1A	chimp	2.60E-07	0.406863144	0.223	0.44	RP11-129M6.1	human	8.34E-07	1.078977875	0.286	0
POM121C	human	0	0.555172018	0.259	0.004	ZNF721	human	4.09E-12	0.675523596	0.36	0.024	BPTF	human	0.000151337	0.265584229	0.941	0.696	PDE5A	human	0	0.623284131	0.28	0.038	PBX1	human	4.25E-05	0.309177599	0.836	0.65	LSM12	chimp	6.04E-14	0.258900428	0.696	0.847	RAB8B	chimp	3.77E-06	0.389945897	0.329	0.578	UFC1	chimp	0.000576708	0.377365293	0.138	0.375	POLR2J4	chimp	2.66E-07	0.318909568	0.112	0.256	GPR89A	human	8.34E-07	0.810059418	0.286	0
NUP155	human	0	0.550780662	0.398	0.139	FAUP1	human	5.06E-12	0.257636134	0.308	0	DNAJC18	human	0.000153871	1.009683561	0.382	0	NELL2	human	0	0.621576804	0.697	0.277	COX7A2L	human	4.26E-05	0.646710769	0.315	0.1	PNRC2	chimp	6.08E-14	0.2818656	0.257	0.47	TOMM20	chimp	4.02E-06	0.304152735	0.48	0.73	FAM172A	chimp	0.000578044	0.497253749	0.25	0.533	ST6GAL2	chimp	2.68E-07	0.392454914	0.323	0.547	EIF3LP2	human	8.34E-07	0.466104834	0.286	0
BMS1	human	0	0.549463874	0.273	0.044	PA2G4P4	human	6.09E-12	0.42448219	0.306	0	LETM1	human	0.000153871	1.008466979	0.382	0	SCUBE1	human	0	0.621089824	0.296	0.014	STAT2	human	4.43E-05	0.744811965	0.34	0.112	GABBR1	chimp	6.71E-14	0.280808686	0.367	0.377	NF2	chimp	4.15E-06	0.323577842	0.335	0.597	PHF10	chimp	0.000579696	0.499537609	0.325	0.533	PMS2CL	chimp	2.68E-07	0.38975198	0.159	0.376	ZNF195	human	9.93E-07	0.8948932	0.583	0.154
NARF	human	0	0.549384244	0.428	0.176	PSMC1P1	human	6.09E-12	0.403932303	0.306	0	SRP9P1	human	0.000153871	0.438085649	0.382	0	PLAGL1	human	0	0.61965985	0.284	0.038	AGO2	human	4.77E-05	0.53668131	0.397	0.15	AGPAT3	chimp	6.86E-14	0.352880561	0.161	0.332	ATP6V0A2	chimp	4.15E-06	0.274137178	0.156	0.308	NIN	chimp	0.000579813	0.265578977	0.388	0.558	CHURC1	chimp	3.05E-07	0.408439032	0.247	0.496	SRSF6	human	1.27E-06	0.638407885	0.881	0.508
SMG1P2	human	0	0.549031894	0.274	0	ADNP	human	7.54E-12	0.460705858	0.788	0.488	FAM117B	human	0.000161983	0.509408328	0.605	0.174	NUDT3	human	0	0.618703914	0.702	0.305	GTF2I	human	4.83E-05	0.455511054	0.489	0.225	ZNF667	chimp	7.64E-14	0.338454881	0.096	0.269	VIPAS39	chimp	4.24E-06	0.393061963	0.069	0.256	NFAT5	chimp	0.000609623	0.417908435	0.3	0.558	GNG5	chimp	3.32E-07	0.377552705	0.12	0.325	PRKCA	human	1.35E-06	1.066447751	0.405	0.046
ACADM	human	0	0.546477285	0.339	0.086	SUMO2P17	human	7.67E-12	0.286751035	0.337	0.024	NAV1	human	0.000163667	0.638632957	0.638	0.174	RP11-147L13.12	human	0	0.618330357	0.284	0.014	CPNE1	human	4.88E-05	0.387248548	0.351	0.225	ACOT13	chimp	8.33E-14	0.379753033	0.187	0.374	GLDC	chimp	4.31E-06	0.350120246	0.139	0.37	SPTSSA	chimp	0.000618084	0.407945225	0.125	0.3	ZBTB14	chimp	3.63E-07	0.474295252	0.124	0.286	LINC00662	human	1.69E-06	0.805623389	0.274	0
NUDT3	human	0	0.545526323	0.605	0.274	NSUN6	human	8.67E-12	0.619207219	0.463	0.073	ATP1B3	human	0.000175916	0.594740133	0.566	0.13	DNAH10	human	0	0.613922061	0.262	0.014	SKA2	human	5.13E-05	0.446514923	0.565	0.325	TMCC1	chimp	1.11E-13	0.333631175	0.381	0.586	FAM60A	chimp	4.65E-06	0.285615245	0.543	0.697	GABBR1	chimp	0.000624269	0.362868866	0.225	0.267	RPF1	chimp	3.67E-07	0.262670367	0.104	0.295	C7orf55-LUC7L2	human	1.69E-06	0.782677016	0.274	0
NOL4L	human	0	0.544611605	0.487	0.174	SUMO1P3	human	8.80E-12	0.263099799	0.302	0	DYNC1H1	human	0.000187446	0.467467663	0.803	0.348	SMAD9	human	0	0.613898158	0.333	0.061	CERS5	human	5.22E-05	0.699616029	0.411	0.162	TMEM132B	chimp	1.37E-13	0.357013911	0.165	0.353	RP11-345P4.9	chimp	5.16E-06	0.408938643	0.127	0.308	ZIK1	chimp	0.00063739	0.471342758	0.175	0.4	FCF1	chimp	3.93E-07	0.347576106	0.223	0.462	ZNF814	human	1.69E-06	0.755389903	0.274	0
STARD4-AS1	human	0	0.543025592	0.309	0.088	HNRNPA1P41	human	8.80E-12	0.253069507	0.302	0	RP11-488L18.10	human	0.000189429	0.986321981	0.375	0	FBXW4	human	0	0.61375334	0.315	0.019	RFTN2	human	5.88E-05	0.75955289	0.296	0.075	BFAR	chimp	1.59E-13	0.302628683	0.266	0.429	INTS2	chimp	5.18E-06	0.369323175	0.225	0.455	VPS4A	chimp	0.000675874	0.497599963	0.162	0.425	MSRA	chimp	4.27E-07	0.375973947	0.247	0.491	TCEA1P2	human	1.69E-06	0.686316437	0.274	0
AASS	human	0	0.541757953	0.346	0.141	PDGFD	human	9.61E-12	0.637735956	0.336	0.024	CBWD2	human	0.000189429	0.847013979	0.375	0	UPF3A	human	0	0.612887112	0.604	0.174	CASC15	human	6.37E-05	0.334219897	0.556	0.3	TCF20	chimp	1.64E-13	0.324305711	0.278	0.417	ATP11C	chimp	5.32E-06	0.471877753	0.249	0.479	RPF2	chimp	0.000725374	0.39014385	0.162	0.35	SQSTM1	chimp	4.55E-07	0.339794254	0.108	0.312	LRRC37A	human	1.69E-06	0.500691488	0.274	0
RAP2B	human	0	0.539943994	0.674	0.438	FAM110B	human	1.01E-11	0.74662013	0.556	0.146	SEMA5B	human	0.000189429	0.771649708	0.375	0	HECW1	human	0	0.611754619	0.384	0.08	CBR4	human	7.39E-05	0.624983427	0.29	0.075	TRIM5	chimp	2.27E-13	0.350856191	0.136	0.315	LRIF1	chimp	5.77E-06	0.34640861	0.168	0.393	CELSR2	chimp	0.000751604	0.259248579	0.438	0.567	AUP1	chimp	4.70E-07	0.384792793	0.211	0.406	RP11-524C21.2	human	1.72E-06	0.923100835	0.357	0.046
CRB1	human	0	0.53826564	0.252	0.105	SLC35F1	human	1.15E-11	0.491321659	0.76	0.512	NBPF15	human	0.000189429	0.65010099	0.375	0	TTLL5	human	0	0.611690187	0.382	0.099	STARD4-AS1	human	7.89E-05	0.665145904	0.254	0.062	TAF15	chimp	2.75E-13	0.315521265	0.245	0.453	XYLT1	chimp	5.94E-06	0.306764269	0.237	0.469	CAMK2D	chimp	0.000762808	0.468878676	0.375	0.6	UBE2G1	chimp	4.86E-07	0.280605253	0.546	0.748	SCARNA22	human	1.96E-06	0.606013496	0.571	0.154
AGAP4	human	0	0.537853365	0.261	0.002	RFTN2	human	1.34E-11	0.751603231	0.626	0.268	ZNF562	human	0.000190388	0.925865041	0.487	0.043	ST8SIA1	human	0	0.610726627	0.49	0.202	PSMA3	human	8.14E-05	0.546519416	0.484	0.238	PTGFRN	chimp	2.91E-13	0.346189152	0.343	0.55	PLEKHB2	chimp	5.97E-06	0.394013385	0.301	0.555	MKRN2	chimp	0.00076415	0.365338334	0.188	0.433	ALPK1	chimp	4.87E-07	0.395761449	0.108	0.312	NAIP	human	2.13E-06	0.470607219	0.333	0.015
ARL17B	human	0	0.53314936	0.268	0	DENND5A	human	1.34E-11	0.531590368	0.736	0.354	GNG4	human	0.000192291	1.019483265	0.493	0.043	TRPM7	human	0	0.609989396	0.365	0.085	LARP1	human	8.87E-05	0.567971649	0.379	0.138	CAMK2D	chimp	2.97E-13	0.325767695	0.427	0.625	SALL3	chimp	6.38E-06	0.482892376	0.191	0.389	RAP1B	chimp	0.000774874	0.380977405	0.475	0.658	PTGR1	chimp	4.91E-07	0.276627114	0.112	0.291	RNF24	human	2.52E-06	0.917061586	0.5	0.108
JPX	human	0	0.532263639	0.385	0.086	TRIM36-IT1	human	1.52E-11	0.848917484	0.297	0	MPHOSPH8	human	0.000195271	0.516981159	0.711	0.304	SLC24A2	human	0	0.607897753	0.411	0.122	LRCH3	human	9.35E-05	0.495729249	0.261	0.062	IRGQ	chimp	3.15E-13	0.302847179	0.352	0.545	RAB2B	chimp	6.54E-06	0.288291503	0.208	0.403	NRIP1	chimp	0.000780093	0.464963857	0.25	0.5	GPCPD1	chimp	4.91E-07	0.41874824	0.267	0.483	SLC29A4	human	2.76E-06	0.79620094	0.429	0.062
PHACTR1	human	0	0.531852142	0.657	0.32	ANXA2P2	human	1.52E-11	0.53999961	0.297	0	SMARCC2	human	0.000198279	0.915308863	0.493	0.043	STAT2	human	0	0.607852736	0.47	0.141	EXOC5	human	9.53E-05	0.562157078	0.298	0.088	SOX9	chimp	4.69E-13	0.291055186	0.396	0.548	BCKDHA	chimp	6.93E-06	0.279960773	0.092	0.299	NELFE	chimp	0.000787122	0.393601953	0.125	0.325	PLCXD1	chimp	5.07E-07	0.38257433	0.159	0.346	FTH1	human	2.89E-06	0.774080817	0.643	0.292
SACS	human	0	0.531648039	0.472	0.228	ARL17B	human	1.83E-11	0.485151418	0.295	0	SLC35E2B	human	0.000199874	0.790225021	0.474	0.043	GABRB3	human	0	0.606508646	0.442	0.131	DENND5B	human	9.77E-05	0.519049726	0.383	0.15	RP11-461O7.1	chimp	5.74E-13	0.329596811	0.094	0.257	NUSAP1	chimp	7.62E-06	0.429102361	0.214	0.455	TTC8	chimp	0.00081087	0.409501374	0.05	0.258	IRGQ	chimp	5.83E-07	0.360226419	0.426	0.632	TLK1	human	2.96E-06	1.091314674	0.405	0.092
SENP7	human	0	0.530826882	0.711	0.362	SMG1P3	human	1.83E-11	0.43581248	0.295	0	RASSF2	human	0.000207881	0.969191271	0.566	0.13	ARHGAP1	human	0	0.604583452	0.377	0.08	NUP155	human	0.000101752	0.511065778	0.319	0.1	MBOAT2	chimp	6.31E-13	0.320085038	0.374	0.563	ACOT13	chimp	8.17E-06	0.367180916	0.22	0.427	SMIM20	chimp	0.000883035	0.551328161	0.138	0.325	EHMT2	chimp	5.95E-07	0.324373468	0.327	0.368	NUDT3	human	3.01E-06	0.778383416	0.536	0.246
PTPRS	human	0	0.52956255	0.971	0.726	PSMA6P1	human	2.19E-11	0.324209658	0.294	0	RB1CC1	human	0.000221113	0.345390906	0.855	0.522	ZNF714	human	0	0.603995563	0.423	0.085	TPM4	human	0.000110606	0.633775807	0.324	0.112	MCL1	chimp	8.91E-13	0.345626093	0.221	0.404	IRGQ	chimp	8.26E-06	0.315285216	0.243	0.483	UBE2V2	chimp	0.000885695	0.263413674	0.525	0.708	DZIP1	chimp	6.02E-07	0.398486497	0.327	0.534	TIAL1	human	3.01E-06	0.679889283	0.762	0.431
NELL2	human	0	0.529526469	0.408	0.165	RP11-16E23.4	human	2.63E-11	0.76467486	0.292	0	IGF1R	human	0.000229408	0.497350152	0.717	0.261	CHCHD3	human	0	0.601588998	0.766	0.202	SYNE2	human	0.000113722	0.275790496	0.817	0.6	KIAA1217	chimp	9.22E-13	0.290013193	0.17	0.356	CUL5	chimp	8.94E-06	0.329033958	0.52	0.692	GRIP1	chimp	0.000916171	0.435903827	0.162	0.408	LIMCH1	chimp	6.23E-07	0.325257578	0.622	0.833	COLGALT1	human	3.40E-06	0.93145285	0.262	0
METTL2B	human	0	0.529393901	0.257	0.004	CROCCP2	human	2.63E-11	0.491809089	0.292	0	RP11-110G21.2	human	0.0002327	0.98563656	0.368	0	ZNF264	human	0	0.600122785	0.279	0.028	DIMT1	human	0.000125395	0.490692398	0.403	0.162	ENSA	chimp	1.48E-12	0.32235508	0.391	0.556	PODXL	chimp	9.32E-06	0.419861617	0.156	0.336	RP11-658F2.8	chimp	0.000951699	0.378027398	0.45	0.708	ZNF835	chimp	6.78E-07	0.418863502	0.08	0.265	FAR2P1	human	3.40E-06	0.829278317	0.262	0
SLC12A2	human	0	0.528784902	0.453	0.153	ENAH	human	2.77E-11	0.298341314	0.879	0.671	NBPF1	human	0.0002327	0.716409612	0.368	0	JPX	human	0	0.598921921	0.405	0.052	PABPN1	human	0.000125473	0.311353452	0.39	0.162	CTC-429P9.3	chimp	1.97E-12	0.368018725	0.146	0.303	DDX3Y	chimp	9.61E-06	0.267959923	0.41	0.654	GFPT1	chimp	0.00095181	0.352164256	0.35	0.633	EIF4A3	chimp	6.83E-07	0.297304305	0.319	0.564	HERC2P9	human	3.40E-06	0.674135641	0.262	0
CCDC14	human	0	0.528509588	0.571	0.237	CERS5	human	3.12E-11	0.513038771	0.538	0.146	FRG1	human	0.0002327	0.698408858	0.368	0	AGO2	human	0	0.596281048	0.511	0.188	ZMYM5	human	0.000130778	0.543274459	0.261	0.112	CDR2	chimp	2.32E-12	0.275807006	0.105	0.269	TMCC1	chimp	9.90E-06	0.271254588	0.312	0.55	PLEKHB2	chimp	0.000959344	0.339283779	0.362	0.583	CNTNAP2	chimp	7.07E-07	0.262823259	0.749	0.842	RP11-217O12.1	human	3.40E-06	0.316537677	0.262	0
WWTR1	human	0	0.527121617	0.584	0.112	TBC1D24	human	3.15E-11	0.76972014	0.29	0	RP11-278C7.1	human	0.0002327	0.523368324	0.368	0	RAB6A	human	0	0.59559846	0.508	0.16	ODF2L	human	0.000136147	0.430376094	0.375	0.15	RNF141	chimp	2.42E-12	0.326029782	0.228	0.413	CLCC1	chimp	1.00E-05	0.38882039	0.197	0.427	SIPA1L3	chimp	0.00099509	0.335909834	0.225	0.475	ST8SIA1	chimp	7.33E-07	0.44146395	0.259	0.496	CTTN	human	3.73E-06	0.864778271	0.583	0.169
